,geo,tweet,user_handle,location,cleaned_tweets
503,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",SWEETSOUR6ESOS,Hiding, the world will never be the same after we recover from covid every time the government said they couldn t find money for
504,,"RT @t3rr3z: After COVID-19 is over, I better NEVER hear anyone trash ""low end"" workers again. Those people at the grocery store, the Dollar…",love_fromsummer,The Lone Islands & Westeros, after covid is over i better never hear anyone trash low end workers again those people at the grocery store the dollar
505,,"RT @RealAARahman: Statement by His Excellency Governor AbdulRahman AbdulRazaq of Kwara State on COVID-19 pandemic

Dear Kwarans:
 
The welf…",called_toy,"Abeokuta, Nigeria", statement by his excellency governor abdulrahman abdulrazaq of kwara state on covid pandemic dear kwarans the welf
506,,RT @solange_lebourg: My son-in-law's grandmother died last night of #COVID-19. Maybe we'll never know who the #spreader was who killed her.…,EHijacked,, lebourg my son in law s grandmother died last night of covid maybe we ll never know who the spreader was who killed her
507,,"RT @dawn_com: 2 mosques in Islamabad sealed after foreigner tests positive for Covid-19 

Follow our live updates on #coronavirus here: htt…",qrrni,TransTasMAN, com mosques in islamabad sealed after foreigner tests positive for covid follow our live updates on coronavirus here htt
508,,Made a start on the outside area of the juke joint! Undercover smoking shelter for vertically challenged people. St… https://t.co/8QiboUW57M,ManatQM,"Llanrwst, North Wales",made a sta on the outside area of the juke joint undercover smoking shelter for veically challenged people st
509,,RT @vaitor: Korea finished developing the 10 minute Covid-19 diagnostic kit and is now ramping up production. They plan to export 300.000 t…,CarmenAcosta101,Puerto Rico, korea finished developing the minute covid diagnostic kit and is now ramping up production they plan to expo t
510,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",jackieruval_,, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
511,,"RT @Farbod_E: This is why the beaches haven't closed in Florida, and why they've had minimal COVID-19 prevention. Absolute dysfunction. htt…",Heyemily98,, e this is why the beaches haven t closed in florida and why they ve had minimal covid prevention absolute dysfunction htt
512,,RT @AndrewMannix: This rural Minnesota community has been searching for a use for this empty private prison for a decade. Now they may have…,dhmontgomery,"Minneapolis, MN", this rural minnesota community has been searching for a use for this empty private prison for a decade now they may have
513,,"RT @dev9_: ""The longstanding friendship between Japan and Pakistan is unwavering even through this difficult time. Japan is fully determine…",waqasshah50,Pakistan KPK, the longstanding friendship between japan and pakistan is unwavering even through this difficult time japan is fully determine
514,,PSA - don’t eat all your food in the first two days of quarantine. Repurpose left your overs #DontEatItAllInTwoDays… https://t.co/88d9thmOuH,regskinner,NY state of mind,psa don t eat all your food in the first two days of quarantine repurpose left your overs donteatitallintwodays
515,,RT @zlj517: Rt: I really think COVID-19 has been here in America for awhile. Do you guys remember how sick everyone was during the holidays…,mkkirkpat,,  i really think covid has been here in america for awhile do you guys remember how sick everyone was during the holidays
516,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,MsStaceyK,Somewhere thinking about food., cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
517,,RT @andrewrsorkin: Please pray for my pal ⁦@DavidLat⁩. He is only 44 years old. He is a brilliant mind and a kind soul. All of us are pulli…,LiverpoolLinda,"Phoenix, AZ", please pray for my pal he is only years old he is a brilliant mind and a kind soul all of us are pulli
518,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,skbenoit1,, senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
519,,"RT @mitchellvii: Imagine if COVID-19 had infected 51 million and killed 55,000 Americans?

You'be shot on sight if you left your house.

An…",Beantown904,, imagine if covid had infected million and killed americans you be shot on sight if you left your house an
520,,Was covid-19 a plant by Nintendo so everyone just plays Animal Crossing?,Bolteezy,"Chicago, IL",was covid a plant by nintendo so everyone just plays animal crossing
521,,RT @yarotrof: Chinese Communist Party propaganda apparatus trying to rebrand Covid-19 as the Italian virus is going to make many Italians v…,SeamusBellamy,Right frigging behind you. , chinese communist pay propaganda apparatus trying to rebrand covid as the italian virus is going to make many italians v
522,,Sen. Rand Paul tested positive for COVID-19 #coronavirus https://t.co/5sazwvKP4T,channel2kwgn,"Denver, Colorado",sen rand paul tested positive for covid coronavirus
523,,@mamaxbea Those who got the flu should be tested for antibodies to Covid-19,Larrloyd,"Texas, USA",those who got the flu should be tested for antibodies to covid
524,,"RT @Gisha_Access: Following decades of Israeli occupation, including thirteen years of suffocating closure, the Strip is not equipped to ha…",tommiesfriend,, access following decades of israeli occupation including thieen years of suffocating closure the strip is not equipped to ha
525,,RT @briantylercohen: Rand Paul has tested positive for COVID-19. His latest move was delaying an effort to quickly pass coronavirus legisla…,Socaldiced,"Los Angeles, CA", rand paul has tested positive for covid his latest move was delaying an effo to quickly pass coronavirus legisla
526,,RT @TIME: German Chancellor Angela Merkel quarantined after doctor tests positive for COVID-19 https://t.co/VF5xMScvv5,j_irungu,🌍, german chancellor angela merkel quarantined after doctor tests positive for covid
527,,RT @MichaelCoudrey: NEW DATA: A French study has demonstrated evidence that the combination of Hydroxychloroquine &amp; Azithromycin are highly…,miyatachikaa,United Kindgdom, new data a french study has demonstrated evidence that the combination of hydroxychloroquine azithromycin are highly
528,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",YNA_SZN,"Houston, TX", the world will never be the same after we recover from covid every time the government said they couldn t find money for
529,,"RT @BlakeDontCrack: You know who’s helping us during COVID-19? Medical workers, delivery drivers, grocery store works, and sanitation worke…",imuncleluke,nyc, you know who s helping us during covid medical workers delivery drivers grocery store works and sanitation worke
530,,"RT @acluohio: #2 - Has anyone in an ODRC facility, an Ohio Department of Youth Services facility, and/or local jails been confirmed or diag…",tramontela,"Cleveland Heights, OH", has anyone in an odrc facility an ohio depament of youth services facility and or local jails been confirmed or diag
531,,"Proud of these two!  Hoover High School seniors talk COVID-19 impacts on school, extracurricular life https://t.co/I51lYdklkJ",HooverAthletics,"Hoover, AL",proud of these two hoover high school seniors talk covid impacts on school extracurricular life
532,,"RT @BorisEP: . @NYCMayor is a total disgrace. 

De Blasio absolutely failed the people of New York and instead of taking responsibility is…",NikitasDad,Workers' Paradise of Illinois, is a total disgrace de blasio absolutely failed the people of new york and instead of taking responsibility is
533,,"RT @jchoonara: My article on Covid-19 for International Socialism journal. 

https://t.co/BkIHcA4kTn",ozaneking,, my aicle on covid for international socialism journal
534,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",CZeroMusic,Houston 713, the world will never be the same after we recover from covid every time the government said they couldn t find money for
535,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",Brokuyazu,, i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
536,,"RT @QasimRashid: Hobby Lobby CEO David Green is worth $6.4B

He could give every one of HL’s 32K employees a $100K check &amp; still have $3.2B…",bortsnine,"LaSalle, Ontario", hobby lobby ceo david green is woh b he could give every one of hl s k employees a k check still have b
537,,Why was he even given a test? His Libertarian principles are why he voted against the COVID-19 recovery bill this week.,jashurley,"Buffalo, New York",why was he even given a test his libearian principles are why he voted against the covid recovery bill this week
538,,"RT @eddyburback: when jakey and i wore these outfits? 

0 cases of the COVID-19 in the US.

i’m just saying...😳🙈 https://t.co/GX24TS2c4c",lovethycactus,the nearest trashcan , when jakey and i wore these outfits cases of the covid in the us i m just saying
539,,"RT @jaketapper: TAMPA, Fl. (WFLA) — Five University of Tampa students are recovering after testing positive for COVID-19 during spring brea…",young_maymay,"Los Angeles, CA", tampa fl wfla five university of tampa students are recovering after testing positive for covid during spring brea
