geo,tweet,user_handle,location,cleaned_tweets
,RT @Vijayabaskarofl: #UPDATE:Last evening the Executive Vice Chairperson of  Apollo hospitals Ms.Preetha Reddy met with me &amp; health officia…,Q3RAnbu4,அரியலூர் மாவட்டம் குவாகம், update last evening the executive vice chairperson of apollo hospitals ms preetha reddy met with me health officia
,RT @Vijayabaskarofl: #UPDATE:Last evening the Executive Vice Chairperson of  Apollo hospitals Ms.Preetha Reddy met with me &amp; health officia…,GokulaK61106362,"Chennai, India", update last evening the executive vice chairperson of apollo hospitals ms preetha reddy met with me health officia
,"RT @protectheflames: ""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updat…",L_Day,"Sydney, New South Wales", i stopped him and said look this isn t a movie you are not will smith in i am legend go home this is the updat
,#COVID19 please clarify for me. Is 26 March at midnight as announced the night of Wednesday into Thursday at 00:00:… https://t.co/iub4vUPeHw,Oupa_L,Centurion South Africa,covid please clarify for me is march at midnight as announced the night of wednesday into thursday at
,"RT @sharmasupriya: Every time I – and other journalists – post questions to the government about India's preparations to fight #COVID19, bo…",sandhyas1204,"Bengaluru South, India", every time i and other journalists post questions to the government about india s preparations to fight covid bo
,RT @NancyGrace: Our new Tele-schooling student who is normally NOT ALLOWED ON THE BED! #NancyGrace #CrimeStoriesWithNancyGrace #CrimeStorie…,Marklar1968,Nunya Creek MT, our new tele schooling student who is normally not allowed on the bed nancygrace crimestorieswithnancygrace crimestorie
,The Australian Small Business and Family Enterprise Ombudsman Kate Carnell explains what the latest federal governm… https://t.co/wVJRPUTYsx,StartupNewsAus,"Perth, WA",the australian small business and family enterprise ombudsman kate carnell explains what the latest federal governm
,"@AnupamPKher Save your time. 
Completely utilize it. 
Be creative. 

Discover yourself. 

#JantaCurfew 
#corona
#coronavirusindia",sajalgarg024,,save your time completely utilize it be creative discover yourself jantacurfew corona coronavirusindia
,"World's Best Holiday Destination This Summer....
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

YOU… https://t.co/XuuydqYckv",krbhagirath,New Delhi,world s best holiday destination this summer you
,"RT @LPrivileged: Don't scapegoat China or Chinese people.
Gov are horrid. Always were. USA and UK suck it up because of £££. 

But when UK…",peteblackman,, don t scapegoat china or chinese people gov are horrid always were usa and uk suck it up because of but when uk
,"RT @Kavinthans: Distance lost before the Deadline! 

Images showing packed Pettah area where people are making the purchases before 2PM, be…",61Prasanna,, distance lost before the deadline images showing packed pettah area where people are making the purchases before pm be
,"RT @SinghPramod2784: After triggering travel ban all over the World, Chinese propaganda machinery at work. UNSC should consider harsher san…",gusain_saurabh,"New Delhi, India", after triggering travel ban all over the world chinese propaganda machinery at work unsc should consider harsher san
,"RT @USNavy: USNS Mercy deploys in support of the Nation's #COVID19 response efforts.

Watch here: https://t.co/yfBsXdjcNw https://t.co/wCGU…",frimuellerfri,, usns mercy deploys in suppo of the nation s covid response effos watch here
,"RT @Winnie_Byanyima: My solidarity with @CyrilRamaphosa &amp; #SouthAfrican people as they enter national lockdown to contain #COVID19. 

Afric…",policyph,, byanyima my solidarity with southafrican people as they enter national lockdown to contain covid afric
,RT @ANI: Delhi Airport statement: Passengers of the last international arriving flight have exited the Airport. Operations at T3 internatio…,suryalisestoon,"Chennai, India", delhi airpo statement passengers of the last international arriving flight have exited the airpo operations at t internatio
,"RT @protectheflames: ""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updat…",MazzieDookbold,"Las Vegas, Nevada", i stopped him and said look this isn t a movie you are not will smith in i am legend go home this is the updat
,"RT @Craig_A_Spencer: Thank you everyone for your incredible messages of support and encouragement.♥️

Many of you asked what it was like in…",vkackley,, a spencer thank you everyone for your incredible messages of suppo and encouragement many of you asked what it was like in
,"RT @ose_anenih: In Germany, on the 9th of March, it was reported that the country had 1,150 confirmed #COVID19 cases.

That same day, Abba…",omogehrh,, anenih in germany on the th of march it was repoed that the country had confirmed covid cases that same day abba
,"RT @KagutaMuseveni: To all children that are back from school, please keep at home. We got you from school to save you, do not start loiter…",PamooJa,East Afrika, to all children that are back from school please keep at home we got you from school to save you do not sta loiter
,"RT @DDNational: PLEASE RETWEET -
Valuable information on #COVID19 in sign language. 
#IndiaFightsCorona #CoronaVirus #COVID2019 #COVID19 #c…",PravinS0706,India, please retweet valuable information on covid in sign language indiafightscorona coronavirus covid covid c
,RT @sarkodie: I see my people out there still gathering in groups and some actually partying... I’m from Africa and I know how important so…,JuniorT73875017,, i see my people out there still gathering in groups and some actually paying i m from africa and i know how impoant so
,RT @MadeItInAfrica: [IN CASE YOU MISSED IT] NJ: Ayuk: Underneath #Coronavirus panic lies opportunity for #African #oil producers https://t.…,lindapatou,, in case you missed it nj ayuk underneath coronavirus panic lies oppounity for african oil producers
,"RT @Clusters_EU: 🔔Due to the #COVID19 crisis, the deadline for the INNOSUP call for proposals aimed at developing new cross-sectoral indust…",entomoai,World, eu due to the covid crisis the deadline for the innosup call for proposals aimed at developing new cross sectoral indust
,"RT @GovMurphy: NEW: Businesses across New Jersey are looking to hire THOUSANDS OF WORKERS, including those who lost their jobs or have had…",LyssN_2_Me,"Philadelphia, PA", new businesses across new jersey are looking to hire thousands of workers including those who lost their jobs or have had
,"RT @SafWuffclickpic: Presse hamma 🙃
 ""Lots of people, lots of drinks, and nice waiters happy to serve you more.""
#COVID19 #Tirol  https://t…",June26Jasmine,"Vienna , Austria ", presse hamma lots of people lots of drinks and nice waiters happy to serve you more covid tirol
,"RT @YourFavKayla7: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp,…",KT_pennington,probably with an animal, due to covid aka coronavirus ill be sending the first people to like retweet this through cashapp
,"RT @NCDCgov: Four new cases of #COVID19 have been confirmed in Nigeria. 3 are in Lagos State and 1 in FCT

Two of these cases are returning…",khadeejahAdebo,"Ibadan, Nigeria", four new cases of covid have been confirmed in nigeria are in lagos state and in fct two of these cases are returning
,RT @TheHinduScience: The ICMR concluded in February that a coronavirus ( #COVID19 ) “epidemic” in India is inevitable and the most aggressi…,Mareeswj,chennai, the icmr concluded in february that a coronavirus covid epidemic in india is inevitable and the most aggressi
,RT @DanyalGilani: Military officials &amp; vehicles in several US cities to maintain order in the wake of #Corona virus spread. People still on…,ibrar73,"Lahore, Pakistan", military officials vehicles in several us cities to maintain order in the wake of corona virus spread people still on
,"Answers to commonly asked doubts on #Covid19
Thanks for getting the word out @FoundersvsCovid https://t.co/0pUWOlmcT0",DrJagdishChatur,"Bengaluru, India",answers to commonly asked doubts on covid thanks for getting the word out
,"RT @MOTC_QA: MoPH’s COVID19 Contact Center received 1650 calls in a single day on toll-free hotline 16000.

#YourSafetyIsMySafety
#Qatardig…",CanEmbQatar,Qatar, qa moph s covid contact center received calls in a single day on toll free hotline yoursafetyismysafety qatardig
,RT @NationalFVPLS: This is how FVPLSs on the frontline are surviving. They can't get any masks so are having to make them with paper towel…,ACOSS,"Sydney, Australia", this is how fvplss on the frontline are surviving they can t get any masks so are having to make them with paper towel
,RT @RonWaxman: @VaughnHillyard Trump lies every time he tweets or opens his mouth.  He has gutted the federal government.  He is a sociopat…,SusanKBradford,"Loveland, Ohio", trump lies every time he tweets or opens his mouth he has gutted the federal government he is a sociopat
,RT @_MARLONN: How I’m coming outside when lockdown over for #covid19 😷💖😂 #fuckcovid19 https://t.co/ZUpMUrSLUh,AntonyStudiosX,"New Orleans, LA", marlonn how i m coming outside when lockdown over for covid fuckcovid
,RT @johnsoncinepro: Breaking : Actor @rajinikanth gave ₹50 lakhs for #FEFSI Workers who are facing shutdown due to Corona Virus our break.…,BRakesh,"Toovey Puram, Thoothukkudi", breaking actor gave lakhs for fefsi workers who are facing shutdown due to corona virus our break
,"RT @RishiSunak: We've launched a new website that helps businesses find out how to access the support that has been made available, who is…",R2Loz2,"England, Nottinghamshire", we ve launched a new website that helps businesses find out how to access the suppo that has been made available who is
,RT @hkumed: Prof @gmleunghku told @peterhessler of the @NewYorker that he believes between 20 and 40 per cent of infections come from peopl…,rainbegeria,Hong Kong, prof told of the that he believes between and per cent of infections come from peopl
