,geo,tweet,user_handle,location,cleaned_tweets
1064,,RT @CBCOttawa: Cases of COVID-19 community spread confirmed in Ottawa | CBC News https://t.co/F7JSTynODw,PulhoriLover,, cases of covid community spread confirmed in ottawa cbc news
1065,,"RT @BendyBen999: Attended a patient at home. Strong COVID -19 symptoms. Full assessment. Left her at home. Lengthy advice re isolation, the…",PrincessMishh,"Arizona, USA", attended a patient at home strong covid symptoms full assessment left her at home lengthy advice re isolation the
1066,,"RT @BendyBen999: Attended a patient at home. Strong COVID -19 symptoms. Full assessment. Left her at home. Lengthy advice re isolation, the…",jordanreiter,"Philadelphia, PA", attended a patient at home strong covid symptoms full assessment left her at home lengthy advice re isolation the
1067,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",MsKitty101,Somewhere over the Rainbow, i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
1068,,"RT @ASRomaEN: At least 18 doctors have died of Covid-19 in Italy. Around the world, more than 40 medical staff have lost their lives whilst…",2nde_,, at least doctors have died of covid in italy around the world more than medical staff have lost their lives whilst
1069,,"RT @chessmartinez: The Labour Leadership contest should be suspended so we can focus on saving as many lives as possible!
https://t.co/BVdj…",njayner,"England, United Kingdom", the labour leadership contest should be suspended so we can focus on saving as many lives as possible
1070,,RT @J_CD_T: NEW: figures from @Citymapper show that people in Britain are paying less attention to social distancing guidelines than those…,teresachick,London, cd t new figures from show that people in britain are paying less attention to social distancing guidelines than those
1071,,RT @shekhetho: That's why we must #FlattenTheCurve,shandu009,"MIDRAND,SOUTH AFRICA", that s why we must flattenthecurve
1072,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,CoronaQueen,"By the Sea, Florida", senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
1073,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,French_apple,Paris, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
1074,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,MBhushaan,"Boston, MA", cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
1075,,"RT @LouisianaGov: Today, I am issuing a statewide Stay at Home order that goes into effect at 5 p.m. Monday, March 23, to further fight the…",dlynch_55,"Folsom, La", today i am issuing a statewide stay at home order that goes into effect at p m monday march to fuher fight the
1076,,"RT @moodupee_o: Guys please stay at home 🙏🏾
I’m hearing scary things about this COVID-19",Praizzzz_,God's temple, o guys please stay at home i m hearing scary things about this covid
1077,,"RT @kurteichenwald: Why Americans will cause one of the  worst COVID-19 outbreaks.

A. A vast majority are self-centered and ignorant, beli…",locavoraciousNB,"Fredericton, NB", why americans will cause one of the worst covid outbreaks a a vast majority are self centered and ignorant beli
1078,,"RT @DrOsamaSiddique: Delhi Lockdown from tomorrow. Lahore any ideas? Or will it be only done when it's already too late?

@GOPunjabPK @Imra…",usmantm,, delhi lockdown from tomorrow lahore any ideas or will it be only done when it s already too late
1079,,RT @arusbridger: We’re starkly realising our public services are drastically underfunded.  So here’s a suggestion: before any company recei…,hg_marlow,, we re starkly realising our public services are drastically underfunded so here s a suggestion before any company recei
1080,,RT @FertStert: The newest Fertility and Sterility Dialog COVID19 article from @louise_p_king on the ethics of cancelling IVF cycles for now…,ReprodMed,"Washington, DC, USA", the newest feility and sterility dialog covid aicle from p king on the ethics of cancelling ivf cycles for now
1081,,RT @TheAviationist: Russian Military Launches Humanitarian Air Bridge Sending Il-76 Airlifters To Help Italy Fight COVID-19: https://t.co/B…,IolandaFrisina,"Rome, Italy", russian military launches humanitarian air bridge sending il airlifters to help italy fight covid
1082,,RT @PI_Wolfies: Wolferstans Personal Injury department want to re-assure clients that we are still operating an uninterrupted service.  htt…,Asbestos_Wolfie,"Plymouth, England", wolfies wolferstans personal injury depament want to re assure clients that we are still operating an uninterrupted service htt
1083,,RT @mamaxbea: This isn’t a conspiracy tweet but I really think COVID-19 has been here in America for awhile. Do you guys remember how sick…,clantro,"Missouri, USA", this isn t a conspiracy tweet but i really think covid has been here in america for awhile do you guys remember how sick
1084,,"RT @wsly_dzr: Me waking up every morning with no covid-19 symptoms
 https://t.co/MOss5RdXof",TalkWithFel,"London, England", dzr me waking up every morning with no covid symptoms
1085,,"""Please stay at home to curb the spread of COVID-19..........I have been doing this for 25 years and I've never see… https://t.co/d0bNOgosKI",9jaBloke,Sheffield - Lagos - PHC,please stay at home to curb the spread of covid i have been doing this for years and i ve never see
1086,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,Feredoon,"Fullerton, CA", senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
1087,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",SimplyFredd215,Probably sleeping, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
1088,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,JustPlanePower,like 7 in. from the midday sun, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
1089,,RT @MTYoungBar: MTYBA's President @MichaelPolakLaw Message to Members in light of the Coronavirus(COVID-19) pandemic - https://t.co/0fMB12C…,LouisaLily,London, mtyba s president message to members in light of the coronavirus covid pandemic
1090,,"RT @ashtonpittman: Mississippi Gov. Tate Reeves “has no intention"" of closing the state's beaches ""nor anywhere else"" due to #COVID19 curre…",MatthewBoedy,"Gainesville, GA", mississippi gov tate reeves has no intention of closing the state s beaches nor anywhere else due to covid curre
1091,,Curlers notified of exposure to COVID-19 at Kamloops Curling Club event. | MORE: https://t.co/4XDl4uwPvr https://t.co/Q9i5MUABQA,CFJC_Today,"Kamloops, British Columbia",curlers notified of exposure to covid at kamloops curling club event more
1092,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",Azalea5560,"Wesley Chapel, Florida", i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
1093,,RT @DailyMirror: Two NHS medics on ventilators in critical care after treating Covid-19 patients https://t.co/Y2dsIcZC9l https://t.co/tA5CO…,PamCrossland,"Crumpsall, Manchester, UK", two nhs medics on ventilators in critical care after treating covid patients
1094,,"RT @PoojaMedia: World leaders call it Covid-19! and not 1-9. 

Our own President remixed it. 

Naija no dey carry lazy",p_ayotunde,🇳🇬, world leaders call it covid and not our own president remixed it naija no dey carry lazy
1095,,"RT @KapilSibal: COVID-19

In this hour of crisis 

Let’s protect our

1) elderly 
2) poor 
3) unemployed
4) daily wagers
5) employees
6) st…",vikasjha1996,"Mumbai, India", covid in this hour of crisis let s protect our elderly poor unemployed daily wagers employees st
1096,,New post (Is Bitcoin a Better Covid-19 Safe Haven Asset or US Treasury Bonds?) has been published on Cryptocurrenci… https://t.co/XU7Ysjqlh4,kokitomohito,Italy,new post is bitcoin a better covid safe haven asset or us treasury bonds has been published on cryptocurrenci
1097,,RT @HartleyJosefine: Pelosi Tries To Take Advantage Of COVID-19 Hysteria https://t.co/X95gLTIMxg,HartleyJosefine,, pelosi tries to take advantage of covid hysteria
1098,,RT @fluffchangkyun: @ericnamofficial you must be covid 19 because i cant stop looking ACHOO,byunbaekking04,, you must be covid because i cant stop looking achoo
1099,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",TheDarkestDoul,, during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
